,rating,employee_type,review,pros,cons,date,job title
4982,5.0,Former Employee,wells fargo,Great workplace. Welcoming environment. Nice location.,"no cons, positive experience. No complaints.",2021-02-03, Anonymous Employee
4983,1.0,Former Employee,Great until 3 years ago when they started making everyone's lives miserable for attrition so that they could reduce cost,Lots of areas to move to,Same middle and lower management from scandal who are unqualified and don't know what to do without sales goals but to micro manage and do pointless conference calls.,2021-03-11, Premier Banker
4984,2.0,"Current Employee, more than 3 years",Great peer support,ER jobs pay very well,No work life balance here,2021-02-17, Employee Relations Consultant
4985,4.0,Current Employee,Good place to work,Great pay and benefitsplus bonus structure,Always in a stated of change,2021-02-02, N/A
4986,4.0,"Current Employee, more than 8 years",A good place to work with good people.,"Good environment, good team members, good benefits, competitive pay.",Demanding workload. Not many opportunities for personal training.,2021-02-02, Engineering Manager
4987,4.0,Current Employee,Analyst,They have Good employee benefits,The salary is Not competitive,2021-02-02, Credit Analyst
4988,4.0,Current Employee,Good place to work,Good place to work. Decent leadership.,Hiring process is outdated and intensive.,2021-02-02, Business Technical Support
4989,4.0,Former Employee,Nice place to work and grow,San Francisco Office is in a great location,"As a traditional company, all processes are very bureaucratic",2021-02-02, Data Science Intern
4990,4.0,Former Employee,Poor Bonus,Good Training for new hires,Incentive programs not aggressive enough,2021-02-02, Personal Banker
4991,4.0,Former Employee,Poor Bonus,Good Training for new hires,Incentive programs not aggressive enough,2021-02-02, Personal Banker
4992,4.0,"Former Employee, more than 1 year",Wells Fargo Banker,Great pay at a very reputable name. Nice bosses.,Conservative and slow deal flow,2021-02-02, Investment Banker
4993,4.0,Current Employee,Great,"Good company 
Amazing 
Great 
Awesome 
Good","Nothing
Nothing 
Quality scores 
Nothing 
Nothing",2021-02-03, Fraud Specialist
4994,4.0,"Current Employee, more than 1 year",Great career path,Great support environment for career advancement.,Recently moving from waterfall to agile. This has created gaps that need to be rectified.,2021-02-03, Business Systems Consultant IV
4995,4.0,Current Employee,Great company,"Great pay, great benefits, branch management is amazing",No room for growth. Changing positions. Layoffs.,2021-02-03, Business Banking Specialist
4996,3.0,"Former Employee, more than 3 years",Fine,Fine. It was just fine.,"It was only fine, as I said before.",2021-02-16, Wholesale Loan Administrator
4997,3.0,"Current Employee, more than 8 years",Wells Fargo Can Be A Great Place With The Right Leadership,"Competitive pay, good work/life balance.",Limited room for advancement and professional growth.,2021-02-16, Personal Banker
4998,3.0,"Current Employee, more than 3 years",Need growth,Great resume booster after working for major enterprise.,constant re-org stalls growth opportunity,2021-02-16, Digital Marketing Consultant
4999,3.0,"Current Employee, more than 10 years",Overworked and underpaid,Great benefits and employee health programs,Women and minorities are still underpaid. They talk about diversity but I’ve not seen any efforts towards equitable pay.,2021-02-17, Technical Operations Analyst
5000,3.0,"Former Employee, more than 10 years",Terrible Cul ture,Strong Salary and Benefits including PTO,Treatment of Women and Employees,2021-02-17, Senior Sales Manager
5001,3.0,Former Employee,Under Staff,There is always room for advancement,It was always under staff and management liked to micromanage,2021-02-17, Teller
5002,3.0,"Former Employee, more than 1 year",Nice job to have but be aware of your branch manager,"If you are lucky, you will have nice coworkers.",Branch managers need more guidance and supervision from the upper management.,2021-02-17, Personal Banker I
5003,5.0,Former Employee,Teller,Enjoyed working there as a teller,Pay could have been better,2021-02-01, Anonymous Employee
5004,5.0,Current Employee,Good org to work for,Really good org to work for.,Nothing that I can think of,2021-02-01, Software Tester
5005,5.0,Current Employee,Great company to work for,"Great work life balance, gets less stressful every year","Not necessarily cutting edge, seems at risk to losing out to more forward thinking competition",2021-02-02, Finance
5006,5.0,"Current Employee, more than 1 year",Great place,Good pay and benefits overall,No room to work your way up,2021-02-02, Teller
5007,1.0,"Former Employee, less than 1 year",Terrible work Environment. I do not recommend it.,Terrible work Environment. I do not recommend it.,I can not find anything positive to say about them.,2021-03-10, Bank Teller
5008,1.0,Former Employee,Pass on WF,nothing was worth staying other than friends you made.,Culture was toxic and they put value on empty numbers that were inflated.,2021-03-10, CSSR
5009,2.0,"Current Employee, more than 3 years",Declining company,Provides benefits and tries to do better regarding diversity,"Very strict, recently tries to get team members to resign by canceling bonuses and changing termination criterias",2021-02-16, Teller At Wells Fargo
5010,2.0,"Current Employee, more than 3 years","Great Benefits, Not Great Company","excellent PTO, salary, and benefits",Upper management does not care about you or you're well-being.,2021-02-16, Service Manager II
5011,2.0,"Former Employee, more than 8 years",They don't care,"Salary, office space, peers, technology, products","Management, promotions, career path, culture, work life balance",2021-02-17, Sales Analyst
5012,5.0,"Former Employee, more than 1 year",Great place to work,Love getting to work in San Diego,Hated working at a bank,2021-01-29, Personal Banker
5013,4.0,"Current Employee, more than 3 years",Great job,"Good pay, consistent OT, management is amazing.",Favoritism from management. At times managers would be more focused on selves than others.,2021-02-01, Operations Processor
5014,4.0,"Current Employee, more than 3 years","Great people, but need to clean up processes",Great people and good salary,Bad rep and asset cap,2021-02-01, Business Initiatives Consultant
5015,4.0,Current Employee,Good place to work for,Good values and treatment of employees,Depending on what department you're in it could be hard to move up.,2021-02-01, Customer Service Representative (CSR)
5016,4.0,"Former Employee, more than 3 years",They treat their employees better than they treat the majority of their customers.,"6% 401(k) match, tuition reimbursement, random rewards (i.e., received RSR's in the amount of 50 shares for full-time, equating to about $3000 and vested within 2 year;, COVID hazard pay granted an additional $200 per week if needed in office, even if only for a day; $600 gratitude bonus for swift transition to working at home), generous employer HSA contributions + monetary incentives, for HSA, to improve lifestyle, free banking, reduced interest rates, reduced foreign currency exchange rates, no sales goals (within branches and phone banking, they only ask that you push recommendations to use their mobile app and self-service tools) but the list goes on. They, truly, seem like they want you to stay with their company throughout your career.","Due to the prior reputation damage from class-actions and bad media, if/when the company receives additional bad media coverage, customers tend to doubt your credibility and they all try to seek out the 'next big suit'. Also due to this, your work is getting randomly audited and a higher rate than you would see at another financial institution, plus they use such a fine tooth comb. The CEO changed 3 times... within 3 years of working there. They never know how to handle themselves in front of congress, lol. nice job sloan. This specific role in housed in a cubical farm, it is in a beautiful building and the office is gorgeous, but teamwork and verbal communications are nearly impossible due to the layout and the fact that everyone is listening to music or podcasts. You have a production quota in order to evade disciplinary action and poor assessment scores, leading to a minimal raise of >$.15, if anything, and an inability to apply to a new role within the company.",2021-02-01, Financial Crimes Specialist II
5017,4.0,Former Employee,Learning Experience,Learned a lot from this company.,Difficult time to work during pandemic,2021-02-01, Administrative Assistant
5018,4.0,"Current Employee, more than 3 years",The company is good but the people that works there get jealous and treat you Little  children and make you feel dumb .,Paid vacations and bonuses.Sundays off . Morning only. There are some good people there among them.,"Have to deal with people that are fake. They smile at you but they don’t like you. Their comments or behavior towards you is always offensive. Everybody is always fighting to be on top of each other. They will bother you if you look soft or nice. They judge everything about you , their eyes is always on you. (This review is not for all Wells Fargo branches)",2021-02-02, Bank Teller
5019,4.0,Current Employee,WFB,Great Staff Members and team.,Promoting the employees without the correct requirements and service knowledge,2021-02-02, Personal/Business Banker
5020,3.0,Current Employee,Trying to get better,"Nice people, really focused on customers",Lots of change needs to happen in next 2 years and will mean a lot of displacements,2021-02-15, Communications Manager
5021,3.0,Current Employee,Trying to get better,"Nice people, really focused on customers",Lots of change needs to happen in next 2 years and will mean a lot of displacements,2021-02-15, Communications Manager
5022,3.0,"Current Employee, more than 1 year",Stressful job,really good benefits for employees,you have to have a thick skin for the verbal abuse from some customers,2021-02-15, Phone Banker
5023,3.0,"Current Employee, more than 3 years",Great environment,Co workers are very friendly.,Not a lot of opportunity for advancement,2021-02-15, Registered Client Associate
5024,3.0,Former Employee,Some Good Some Bad,Resources were plentiful to achieve,inconsistent approaches led to inconsistent outcomes,2021-02-16, Audit
5025,5.0,"Former Employee, more than 1 year",Great place to work.,"Great training, excellent management and good opportunities to advance.","Too much pressure for sales, not enough leeway.",2021-01-31, Teller
5026,5.0,"Former Employee, more than 1 year",Fun,Great team members to be around with!,It was open on saturdays!,2021-01-31, Lead Teller
5027,5.0,"Current Employee, more than 3 years",Great place to work for and benefits,"Great culture, great people to work with",Everything is always changing And there is no consistent process,2021-01-31, Team Member
5028,5.0,Current Employee,Great Place to Grow,Great company with a lot of upsides and internal mobility,Constant organization changes that slow work down but that needs to happen for long term growth,2021-01-31, Associate
5029,5.0,Former Employee,Great company,Smart people and nice offices,Hard Work and deep understanding needed,2021-01-31, Financial Advisor
5030,5.0,Current Employee,Teview,Great Company been here 36 plus yesrs,"None at this time that I can think
Of.",2021-02-01, Branch Manager
5031,5.0,Current Employee,Good job,Good job to work at good pay,No cons just hard work,2021-02-01, CCSR
5032,5.0,Current Employee,I love my job,"-flexible
-bonuses
-PTO 
-benefits
-sick time 
-opportunity to grow and move up quickly",Schedule starting out sucks but you can move into a new schedule within a month. Customers can be rude but you adapt.,2021-02-01, Wells Fargo Customer Service Representative
5033,1.0,"Former Employee, less than 1 year",This place is awful,Sometimes you get to talk to nice people that come into the lobby.,Everything from the top down is awful.,2021-03-08, Personal Banker
5034,2.0,Former Employee,Okay,"fast hiring process, great training programs.",sometimes you get bad management on the branch level,2021-02-15, Personal Banker
5035,4.0,"Current Employee, less than 1 year",Great place to work out of college,"Diverse coworkers, common drive to do what's best for customer, understanding culture","Not the most diverse executives, a little behind technologically but catching up,",2021-01-31, Technology Associate
5036,4.0,"Current Employee, more than 3 years",Compliance job,Great benefits and growth opportunities,401k now matches at the end of the year,2021-01-31, Enterprise Testing Associate
5037,4.0,Current Employee,Mixed,"Excellent culture, interesting work, receptive to questions","Lots of operational tasks, inefficient, below market pay",2021-01-31, Analyst
5038,4.0,"Current Employee, less than 1 year","Decent pay and good benefits, boring job","Pay is decent for entry level job, good amount of pto and other benefits","Job can be monotonous and repetitive, dealing with customers all day can be a pain",2021-01-31, Account Resolution Specialist I
5039,4.0,"Former Employee, more than 5 years",Wells Fargo,Good company and good people,They eliminated the division I was in,2021-02-01, Wealth Planning Specialist
5040,4.0,Current Employee,Wells is great,Good pay and benefits for employees,understaffed at the branch level,2021-02-01, Teller
5041,4.0,Current Employee,Wells is great,Good pay and benefits for employees,understaffed at the branch level,2021-02-01, Teller
5042,3.0,"Current Employee, more than 5 years",review,competitive salary for relationship banker,"upper management  continues to push too hard, if this continues 2019 will happen all over again",2021-02-15, Relationship Banker
5043,3.0,"Current Employee, more than 1 year",Rapid Changes - But Steady Work,"Competitive Pay, California benefits are strong","Push to move into core locations, weak communication about major changes",2021-02-15, Financial Crimes Associate
5044,3.0,"Former Employee, more than 5 years",Loved the company,Great company to work for,Management in my area hired on unfair reasoning.,2021-02-15, Bank Teller
5045,3.0,"Current Employee, more than 10 years",credit underwriter,"generous PTO, 401K match up to 6%",minimal salary increases awarded annually,2021-02-15, Underwriter
5046,5.0,"Current Employee, more than 3 years",Good place to work,"401k match 6%
Dental, medical insurance","Slow growth, hiring freeze hi California",2021-01-30, Credit Analyst
5047,5.0,"Current Employee, more than 1 year",Great opportunity for growth,Great compensation and work environment .,Work life balance and slow process times.,2021-01-30, Home Mortgage Consultant
5048,5.0,"Former Employee, more than 3 years",Great,Great place to work for,No cons for this position,2021-01-31, Operations Processor II
5049,1.0,"Current Employee, more than 1 year",The Walking Dead Bank,401k match is great being that it's 6%,"Poor management, no communication, everyone's looking for an opportunity to fire someone, politics.",2021-03-08, Branch Manager
5050,2.0,Current Employee,Great Company,Good Salary and Work Outlook,High Workload with High Stress,2021-02-15, Data Analyst
5051,4.0,Current Employee,Great,There are many pros when it comes to the company.,There are a few cons.,2021-01-30, Licensed Personal Banker
5052,4.0,"Current Employee, more than 5 years",Wells employee,Good benefits and growth opportunities not too stressful And no sales pressure.,Bad reputation for mistakes in the past.,2021-01-30, Service Manager
5053,4.0,"Former Employee, more than 3 years",Good place to learn,no sales goals. No pressure at work which makes it easier to learn all the skills and then put them in practice,small bonuses for credit applications,2021-01-30, Business Banker
5054,4.0,"Former Employee, more than 1 year",Average,"Generous PTO, 401(k), health insurance, etc.","Very routine, operational, office space not open and doesn't facilitate communication.",2021-01-31, Business Systems Consultant
5055,4.0,Current Employee,Good company,Opportunity to grow with the company,No cons too me you need to like what you are doing,2021-01-31, Loan Document Specialist III
5056,4.0,Former Employee,"Great company, definitely would recommend.","Lots of PTO
4 months Maternity/Paternity Leave 
Cheap but good health/dental/vision insurance
Lots of discounts through employee portal (cell phone discount, coupons) 
Chance to grow and move up 
Tuition reimbursement 

Also who doesn’t love banker hours?","0 job security, but that’s about it",2021-01-31, Bank Teller
5057,3.0,Former Employee,Don’t recommend,"Benefits 
PTO
Pay
Work life balance
Pay raises","Poor management 
Low morale
Doesn’t care abt low level employees 
Racist ceo",2021-02-13, Account Specialist
5058,3.0,Current Employee,Opportunity to drive change,In a state of transformation,"Have a long way to go, leadership touts transparency but lacks in execution",2021-02-14, Human Resources
5059,5.0,Current Employee,Solid,Good place to work and learn,Banks are harder to rise quickly,2021-01-29, Analyst
5060,5.0,Current Employee,Good overall,Learn about security industry and build a good career.,Works sometimes is repetitive. Don’t have much cons.,2021-01-29, Security Operations Service Specialist
5061,5.0,"Current Employee, more than 1 year",Great company,"Talented colleagues, newer leadership with a great vision","Large organization, can be difficult to implement change quickly",2021-01-30, Consultant
5062,1.0,Former Employee,None,Refer to my resume please,Overworked and people get fired due to system errors,2021-03-07, Bank Teller
5063,4.0,Current Employee,Wonderful company,"The starting pay for a teller is great compared to alot of other banks. They have wonderful benefits, 401k, and PTO.",Staffing has always been an issue and not having the proper staff causes alot of stress. Seeing the lack of support from your higher ups outside from your branch is very frustrating.,2021-01-29, Lead Teller
5064,3.0,"Former Employee, more than 8 years",Challenging place ... with not alot of strategic direction,"The people who work there are great, however, many are leaving as the culture is shifting from one that values relationships to one that values greed.","Benefits are not great, and keep getting worse. Very reactive leadership vs proactive and strategic.",2021-02-11, Senior Consultant
5065,3.0,Former Employee,Leaving is made difficult,Decent benefits while you are there,Benefits and repercussions aren't explained well prior to leaving,2021-02-12, Data Entry Specialist
5066,3.0,Current Employee,Good to start off,you learn great things to apply at other things,the scandals will come up every now and then,2021-02-12, Teller
5067,3.0,Current Employee,Registered client associate,"Great vacation time, health benefits,",Pay increases are very low,2021-02-12, Registered Client Associate
5068,3.0,Current Employee,Clique,Benefits and wonderful customers pay,"Cliques, promotions are decided before the interview process",2021-02-12, Personal Banker
5069,3.0,"Former Employee, more than 5 years",Review,A lot of opportunities available,People are like sheep to them. No loyalty,2021-02-12, Institutional Mortgage Services IMS Associate
5070,3.0,Current Employee,Salary here,Stay busy all day long,Need more help. Not enough employees,2021-02-13, Personal Banker I
5071,1.0,"Former Employee, more than 8 years",Nightmare from beginning to end,"The benefits are not the worst. PTO isn't bad. Life insurance, AD&D, etc.","The company has gone through huge changes. The sales quota fiasco was a nightmare to live through, and the culture has remained. It's all about numbers. Micromanagement is present everywhere you look. Constant 1-on-1 meetings with your manager, constant evaluations. A very toxic work environment. 

Ultimately a lot of your experience at WF will depend on your Branch Manager. Branch Managers are promoted based on meeting sales goals, not their skill at managing teams. This leads to a whole team of bullying managers. People at my branch dreaded coming to work each day and celebrated when the Branch Manager was gone.

A lot has been done to repair the company's image. But employee morale is at an all-time-low with layoffs, quotas (yes, they still exist), and increasing micromagement. Employees are unhappy, customers are still being pressured, and the company is not doing well financially. It is, without a doubt, a sinking ship.",2021-03-04, Personal Banker
5072,4.0,"Former Employee, more than 3 years",Great company if you are in the right department,"Perfect company if you are looking to start and get experience in mortgage and processing
Direct management is supportive and flexible 
Banking hours 
Good benefits (401K match, insurance, etc)
2 personal holidays, pto, bank holidays, sick days
Nice team members
 many different opportunities for growth
Pretty good work life balance- things can get a little stressful at times but if you talk to management or find ways to balance that, it is not too bad

COVID response from company- March 2020 everyone in my location started working from home. It was a surprise to Wells like all other companies however they adjusted really well and provided all the tools necessary to get the job done. They also provided some bonuses to employees as a ""thank you"" which was nice. Overall I would say they handled it better than expected.","Pay- the pay is not bad however once you have experience they are usually not competitive with the pay and you can get a lot more at other companies. However, they have changed their structure around to be more competitive so unsure what it is now.",2021-01-27, Home Mortgage Processor
5073,5.0,Former Employee,good job,friendly helpful management at my job,they do not pay you enough,2021-01-28, Bank Teller
5074,5.0,Current Employee,Great Company,Team is very helpful and nice.,Hours can be long at times.,2021-01-28, Anonymous Employee
5075,5.0,Current Employee,Awesome place,"Close to home, 
Get PTO and HOLIDAYS",Open 6 days a week,2021-01-28, Lead Teller
5076,5.0,Current Employee,Going through lots of change currently,"Job Flexibility
Exposure to numerous technologies.",Going through lots of change. Transitioning from a Midwest company to an East Coast company as most new executives are in New York where previously they were in midwest or CA.,2021-01-29, Senior Technology Leader
5077,1.0,"Former Employee, more than 5 years",Good,This was very fine ok,Big brother. Always being watched,2021-03-05, Associate
5078,1.0,"Current Employee, more than 1 year",Disappointed with a great opportunity,It's a very well-known company,"Poor training, communication, and support",2021-03-06, Anonymous Employee
5079,4.0,Former Employee,Good,"Great people, great environment, great managers",Sales pressure was high back then,2021-01-28, Bank Teller
5080,4.0,Former Employee,Pb1,"Fun, flexible, learning opportunities, vacation.","High sales pressure not quality sales, unethical sales practices observed",2021-01-28, Pb1
5081,4.0,Current Employee,Ok,Pay is good for role,Management structure needs improvement not fair,2021-01-28, Account Resolution Specialist III
5082,4.0,Current Employee,cool job,good benefits and great career moves,Not much bad things to say,2021-01-28, Fraud Specialist
5083,4.0,Current Employee,Great Job,"Flexibility, Leadership growth and career Growth Opportunities",Enter at a competitive rate as raises are not significant.,2021-01-28, Business Risk and Control Analyst
5084,4.0,Current Employee,Teller at Wellsfargo,Good pay and Great benefits,Rules are Always changing and it gets different from one brunch to the other,2021-01-29, Teller
5085,4.0,"Former Employee, more than 5 years",Growth and experience,The experience received from being a pb1 is essential to future growth. The challenges you face daily with clients create amazing relationships and work on person to person interaction skills. Some cases you will have to step up and be a leader.,"It can become overwhelming depending on the branch and availability. Some places will be understaffed and may require your assistance (which wasn't an issue). However, this can be an inconvenience to others.",2021-01-29, Personal Banker I (SAFE)
5086,4.0,Current Employee,Decent but changing,"Benefits, Pay, Bonus, Team Members, Leave","Senior Leadership, Advancement, Job Cuts, Department organization, Ambiguity",2021-01-29, Operational Risk Consultant
5087,3.0,Former Employee,not all bad,Worked at office with great people,Tough to balance work and life outside of work,2021-02-09, Mortgage Loan Processor
5088,3.0,Former Employee,none,I really enjoyed the people I work with.,the pay rate is to low. also some managers need to learn how to value their employees.,2021-02-11, Bank Teller
5089,3.0,Current Employee,Not bad,Great insurance and vacation benefits.,Letting people go to cut back.,2021-02-11, Service Manager
5090,3.0,Current Employee,N/A,Team spirit and the culture very diversified,Micro manage teams and some corrupt managers,2021-02-11, Senior Scrum Master
5091,3.0,Former Employee,Wells Fargo,"- PTO and holidays are great
- Development opportunities","- Retail
- prior CFTB issues
- Retail Model Changing",2021-02-12, Branch Manager
5092,3.0,"Current Employee, more than 10 years",Engineers in Tech,"Polite, Friendly environment, good culture at work, women friendly","Slow process for anything to get done, behind in technology innovation, not much career growth for engineers",2021-02-12, Senior Systems Engineer
5093,3.0,"Current Employee, more than 8 years",It used to be good. but its steadily declining,"Pay, benefits, culture is diverse","biased management in some markets, increased responsibilities without compensation, can get pigeonholed",2021-02-12, Personal Banker I
5094,3.0,"Current Employee, more than 1 year",Decent but not a career,Wells Fargo pays great for this area. The quarter bonus is also based on your performance and it awesome as well. The managers are mostly friendly and offer assistance,The downside is that they have what’s called Coaching. It’s not meant to be negative but they never recognize anything good only coach on bad. It doesn’t matter how well you did on the call they always find something negative even though u get a perfect QA score. The shift bids and promotion goes to favorable employees and during meetings if u have a great survey it’s not recognized. Only favorite employees get that. If a customer leaves a negative review it drastically hurts your bonus and scores even if it wasn’t relate to your service but related to policy.,2021-02-12, Customer Service Representative
5095,1.0,"Current Employee, more than 10 years",Underpaid for work expected,"Generous PTO, 14 paid holidays",Managers are instructed to give 60% of their teams merely average ratings and only 15% above average to meet the bell curve and to keep salaries/raises/bonuses lower than competitors.,2021-03-03, Systems Support Analyst
5096,5.0,"Current Employee, more than 1 year",STable,"salary, amount of work, quality of life and coworkers",a lot of ol'timers just hanging out and have clogged up the line of promotees.,2021-01-27, Security Engineer
5097,5.0,Current Employee,Forced,Good benefits for the company,None that I have as of now,2021-01-28, Phone Banker II
5098,1.0,"Current Employee, more than 1 year",Laid off many employees,worth company that you can work for don't waste your precious time,they only care about their bank and not employees,2021-03-04, Personal Banker
5099,1.0,"Former Employee, more than 1 year",Too mainstream,Got my foot in banking,Tellers are the face of the company they are not treated well,2021-03-04, Bank Teller
5100,1.0,"Current Employee, more than 3 years",Not a good company to grow,"Benefits, 401K, PTO, insurances, dental,burial","Hard to grow, not good leadership",2021-03-04, Lead Teller
5101,1.0,"Current Employee, more than 1 year",Narcissistic Management,Narcissistic and really dumb management,They lie on your performance eval. They make sure personal vendettas are manifested in your performance review.,2021-03-04, Control Officer
5102,4.0,"Former Employee, more than 8 years",Overall good company but very close-minded and slow to innovate,Good benefits and stellar training,"High turnover in management due to micro-management type leadership
Low transparency and a lack of empowerment for team members",2021-01-27, Business Development Officer
5103,4.0,"Current Employee, less than 1 year",Great during Pandemic,"Benefits, Pay, Benefits, pay, Benefits",Managers and their higher ups,2021-01-27, Fraud Specialist
5104,4.0,Current Employee,Growth,A lot of opportunities for career,Manager change too often and not consistent,2021-01-27, Licensed Personal Banker
5105,4.0,"Former Employee, more than 1 year",Culture,Nice and Friendly Environment. Teammates help each other.,Management need to look into issues earlier rather than at the end.,2021-01-27, Software Engineer
5106,4.0,"Current Employee, more than 1 year",Steady work,"Good pay and benefits, most coworkers are competent","Managment keep you in the dark, typical call center problems",2021-01-27, Financial Operations Specialist
5107,4.0,"Former Employee, more than 1 year",Solid,"Hours, flexible for part time workers",Hard to move up as a part time,2021-01-27, Bank Teller
5108,4.0,"Current Employee, more than 1 year",Banker,Love the interactions with customers,Too much work and not enough pay,2021-01-27, Personal Banker
5109,4.0,"Current Employee, more than 3 years",Current Employee,"Good management, good benefits, WFH",A lot of requirements when applying for jobs but low pay,2021-01-27, Financial Crimes Specialist IV
5110,4.0,"Current Employee, more than 3 years",Overall good place to work,company going back to sales,promotion comes after a long time,2021-01-27, Small Business Banking Specialist
5111,4.0,"Current Employee, more than 3 years",Overall good place to work,company going back to sales,promotion comes after a long time,2021-01-27, Small Business Banking Specialist
5112,4.0,"Former Employee, more than 3 years",Teller at WF,"Hours, pay, advancement, growth, development",Supervisors at specific locations really don’t care,2021-01-28, Teller
5113,4.0,"Current Employee, more than 3 years",a big hit or miss,good for a starter job,managers can be a hit or miss,2021-01-28, Teller
5114,4.0,"Current Employee, more than 1 year",Big Company,"Great Benefits, great coworkers for the most part, continues to strive to be a great employer",Very big company and can be hard to find what you need.,2021-01-28, Operational Risk Consultant
5115,4.0,"Former Employee, more than 1 year",Good atmosphere,"Great team, very professional environment",Sale goals were a little much but now they have calmed down,2021-01-28, Bank Teller
5116,4.0,"Current Employee, more than 3 years",Great company,Teamwork is definitely something important,Not very transparent with goals and Information,2021-01-28, Relationship Manager
5117,4.0,Current Employee,Overall Good benefits,Good benefits. Competitive pay initially.,Things change all of the time. Don't get too comfortable.,2021-01-28, Branch Manager
5118,4.0,"Former Employee, more than 1 year",Good Pay and Benefits,Good pay. Health/Vision/Dental/Life Insurance and PTO for even part-time workers,"Very under staffed and would take ages to hire a replacement, sometimes never hiring a replacement.",2021-01-28, Teller
5119,2.0,Current Employee,Management isn't great,the building is nice with cafeteria inside and other food options,"work schedule is horrible, management isn't great and training wasn't beneficial",2021-02-08, Account Resolution Specialist II
5120,3.0,"Current Employee, more than 3 years",Wrong direction,Coworkers and benefits. That's really about it.,"Pay, now that we have more responsibilities and constantly pushing complaints. Have you had complaints today? Did you log it? Having the same mobile banking questions.",2021-02-10, Teller
5121,3.0,"Former Employee, more than 8 years","Review of WF (9 years, 3 departments)","Great benefits, lots of resources and continuous learning opportunities, and good place to learn and grow in finance.","Big corporation with bureaucratic problems, many times feels too big to get work done efficiently.",2021-02-10, Relationship Associate
5122,3.0,"Former Employee, more than 8 years",Job,Ability to have inbound customer business,The company is still struggling from its past,2021-02-11, Premier Banker II
5123,5.0,"Current Employee, less than 1 year",Best Employer ever!!,"Great management, pay, working conditions",None at all that I can think of.,2021-01-26, BSC4
5124,5.0,"Former Employee, more than 5 years",private mortgage banker,"great co workers and management team. always supportive. great training program, very in depth..",sometimes you have to put in extra hours to get the job done.,2021-01-26, Private Mortgage Banker Assistant
5125,5.0,"Current Employee, less than 1 year",Supportive Team and Managers,"In my time with Wells Fargo, the managers have all done their part to reach out to me, ask what I wanted, and helped me to achieve my goals and help me move up in the company. The other team members have all been positive, and promote a wonderful work environment.","Corporatism is a pain, especially when they introduce new measure without truly understanding the impact the policies have on the branch and customers.",2021-01-26, Personal Banker I
5126,5.0,"Current Employee, more than 8 years",Great job,"Good pay, a good amount of PTO, nice coworkers",I don’t have any cons about working for Wells Fargo.,2021-01-27, Research/Remediation Analyst II
5127,5.0,Current Employee,Job,Love it alot alot alor,Nothing nothing nothing nothing nothing,2021-01-27, Security Operations Specialist
5128,5.0,Current Employee,great,"benefits are great, as good or better than other large banks",too large a bank. sometimes slows things down,2021-01-27, Teller
5129,5.0,"Current Employee, more than 1 year",Great company,Awesome benefits and great company for growth,Many changes happening simultaneously which made it difficult to provide the best experience for out customers.,2021-01-27, Lead Teller
5130,5.0,"Current Employee, more than 3 years",teller,amazing job environment. love my manager,"less hours,Less compensation, nothing major.",2021-01-27, Bank Teller
5131,5.0,"Former Employee, more than 8 years",Enjoyed work,Liked working with branch manager and staff,DM was hard to talk to,2021-01-27, Licensed Personal Banker II
5132,5.0,"Current Employee, more than 1 year",Wonderful place to work,Lots of freedom with our management style,Workload at times can be overwhelming,2021-01-27, Financial Advisor
5133,5.0,"Former Employee, more than 1 year",Very good company. No sales good. Great working environment.,They take of of their employee especially when COVID hits. No pressure. No sales goals. they value customer. easy training. benefits is great they match 6% on 401K.,No cons for me. Great company.,2021-01-27, Personal Banker
5134,2.0,"Current Employee, more than 5 years",Trash,Stable at the moment I guess for a pandemic,"Trash leadership that won't stop repeating the same mistakes over n over n over again, leading us to regulation failures and fines, which in turn leads to us having to reduce costs by laying off employees :)",2021-02-09, NBBC Phone Banker
5135,1.0,"Former Employee, more than 5 years","worst place ever, management is a joke","nothing good about this employer, they don't care about you.","welcome to hell, they want numbers numbers numbers, and they will preach they don't care about anyone or anything",2021-03-03, Merchant Services
5136,4.0,"Current Employee, more than 5 years",Alot of best practices to learn,Many talented salespeople - can learn alot from them,hmcs process docs and dont get paid enough for it,2021-01-21, Home Mortgage Consultant
5137,2.0,"Current Employee, more than 8 years",Constant change,Inventive compensation plan can be fruitful,Management does not care about its employees,2021-02-11, Business Development
5138,2.0,"Former Employee, more than 3 years",Lotta work for little pay...,"The only reason I stayed for so long was because of the team members at my branch. They were basically family. 
Benefits were good (PTO, 401k, medical/dental/vision)","BM was never present or supportive of branch and only did things to protect herself.
Company was laying off and cutting positions suddenly and completely restructuring the retail branch model.
Felt very stuck in position and BM never checks in about personal/career growth.
Pay was terrible...",2021-02-11, Personal Banker
5139,2.0,"Current Employee, more than 5 years",Salary,Culture and diversity is good at my branch,Unreasonable expectations from upper management who do not work at a branch level.,2021-02-11, Branch Manager
5140,2.0,"Former Employee, less than 1 year",Non growing business,Structured company due to how long it’s been operations,Training has not grown with the times,2021-02-11, Bank Teller
5141,2.0,Current Employee,looking for new employment,You get to know the customers well,The lack of training in your day to day,2021-02-11, Lead Teller
5142,2.0,Former Employee,Wells Fargo Review,I worked with good people who were helpful in getting me started. Ability to move up after a few years of working there.,Training was long and didn't cover what I felt was necessary to make me successful at the job once I was on my own.,2021-02-11, Mortgage Consultant
5143,4.0,"Former Employee, more than 1 year",Review,"Great Benefits, Good work environment",Wages could be hire compared to the market,2021-01-26, Client Consultant
