,rating,employee_type,review,pros,cons,date,job title
4045,2.0,Former Employee,Comcast does not care about thier employees,"Salary, Benefit package, training, Vice President of the Northbay","Stress, Comcast Culture is not evenly shared across all mangement, Comcast is after the $$ and does not take care of the customer, Comcast Northbay management does not care about the employees family or health. They would rather work them them till 9 or 10pm at night to get more customers on then let the average employee have a life. If Comcast Northbay continues on the road it is traveling now they will be breaking up families and causeing more stress on thier employees. Comcast hourly employees morale, health, and well being are in a fast downward spiral and is about to go out of control. If Management does not change the way it deals with the hourly employees and put them first over the customer they will have a mutiny on thier hands. It is almost at the boiling point and I see it spilling over in a few months and it will be ugly.",2008-06-11, Whipping Boy
4046,4.0,Former Employee,You won't be bored,"Fast paced environment, they do give their employees training, newer technology, lots and lots of work.  Working at Comcast you will learn to move or get out of the way.  It's a fast paced company with focus on getting things done.  I personally like that and thrive in that environment so I enjoyed the hustle and bustle of Comcast.  I learned more at Comcast then at other companies.","The threat of outsourcing, pressure to get things done on tight deadlines.  (not a con for me)  reorgs, the same basic things that everyone else says about a HUGE company, there is a lot of Red tape but any company this size there is red tape..",2010-11-12, Engineer
4047,4.0,Current Employee,"Great at start, but see's more emphasis on the bottom line and not the employee's who get you there","Great benefits, Employee discounts of services, local management treats employee's with respect. A friendly atmosphere around the office when everyone is around.","I see more and more emphasis on bottom line, when it comes from higher senior management. Felt like I was part of something great 5 years ago, now I feel like just a cog in a big machine. Ever interchangable with anyone else. More deparments are being consolidated/outsourced because of ""standardization"" of practices across the country. A lot of these standards must have been passed on by a bynch of ""yes men"" because several of them make little to no sense.",2011-05-11, Comm Tech IV
4048,3.0,Former Employee,Pays the bills,"I really have few pros in regards to working at a call center for Comcast. They had okay health insurance when I was there from 2007-2009. I understand it has changed since then. If you're hired as inside sales or retention, then you should make enough to cover normal expenses.","Comcast employees outside life and responsibilities are not considered when making business decisions at Comcast. If you're not in sales or retention you'll be broke. The starting wage for a new tech or billing employee will bring you around $26,000 annually. You will be told what shift you work regardless.",2011-08-16, CAE3 Sales/Retention
4049,3.0,"Current Employee, more than 1 year","Cool ideas, execution is hit and miss","- Company and management at all levels genuinely care about employees. We have a great work-life balance.
- Cool products to work on using slightly outdated tech
- Great benefits; health, retirement, transit access, etc
- Culture is open, accepting, and supportive of all types of people. Another reviewer mentioned issues with sexism and I have NOT seen or heard anything like that in my time here.","- Product directors and upper management have zero interest in product quality or stability. This leads to negative customer impact, and a lot of preventable operational incidents. 
- Average pay for all roles is FAR below industry average. You will not be paid your worth here.",2016-03-09, Applications Support Engineer
4050,1.0,"Current Employee, more than 3 years","If you have a degree or you're past entry level , leave this position to someone who can only get this type of job","Courtesy service , 401k , insurance","I've been here for four years , I've won sales trips and all but there is no progression here . They say career advance is promotion but it's only a dollar raise for triple the work . The commission used to be as high as 4,000 now reps are barely making 1,000. One rule contradicts the other . Depending on who you are under, the job may not be as stressful . I gained 40lbs working here and had to go on medical leave due to stress. This used to be a great place to work but now it's bad (as you can see I took time out to write this )

If you only have a diploma or ged and making 12 an hour is fine with you and you don't mine being monitored and not working on your own . Look no further 

I'm at a point to where I rather make less somewhere else to gain my sanity",2016-08-08, Customer Account Executive
4051,1.0,Former Employee,wouldnt reccomend it,The money to an extent because it is commission driven,"*forever increasing in metrics to make it harder to obtain.
*it is truly not about the customer experience its about the money comcast can get from the customer.
*disorganized.
*feeling more like a number than a valued employee.
*The company really changed over the past two years and not for the good.
*your base pay is always poor and NOT competitive. 
*The metrics have been risen causing the payout to be smaller on average.
*The metrics and the system they use to report numbers has been incorrect more times than my fingers and when its on a large scale you don't get paid your commission.
*I really wish I could take care of the customer and do something for them and not just keep passing the buck of lying to get more $ for the company.",2016-08-23, Retention Customer Account Executive
4052,3.0,Current Employee,Typical corporate America company.,"The benefits are super: free cable, 6% matching 401K, ESPP, health and dental excellent for the area, tuition assistance, paid time off is above average, and more.  If you have the right management, job support is excellent, hours are flexible, and you can't beat it.","Getting into a group of good managers is more often than not impossible.  Most managers-to-directors are weak and follow the company ask instead of supporting their subject matter experts.  There is no clear understanding on what it takes to advance, and as with most places, hard work is not rewarded.  The HR is weak and can make it awkward when it comes to moving to another position.  Projects are regularly supported by the same people and priorities are re-ordered hourly (in my opinion).",2008-06-11, Senior Engineer
4053,4.0,"Former Employee, more than 8 years","Most of it was pretty good, but they tend to be inflexible when it comes to rules/guidelines.",The people who work there are great.  Fantastic benefits package.  Management can be nimble and effective if they feel an employee idea will help the company.,"Can be exceptionally repetitive.  Often times, customers will ask questions about topics you don't have any information about.  You shift can be changed without a great deal of notice to something that you are not comfortable with.",2014-01-31, Customer Service Representative
4054,1.0,Former Employee,Business Account Executive,"Benefits and Free Cable Services, that's about it.","The Business Account Executive position is one I wouldn't wish on worst enemy.  I worked in the Freedom Region and there is simply no way to gauge how lucrative or crappy a given territory can be.  There is simply zero metric to determine if a territory is overly saturated with Comcast services or not.  The best territories will be DSL havens or those where FIOS has simply dropped the ball or cannot get service to.  That is assuming a customer cares a whit about hi-speed internet.  Verizon generally has great service where it is offered so if you don't have DSL or bad FIOS services, you won't make it long here.",2016-11-01, Business Account Executive
4055,2.0,Former Employee,Would not recommend a job with Comcast.,"Comcast offers a solid benefits package, time off, and because of it's size provides lots of opportuninties to grow and apply outside of your position.","Comcast is not focused on the satisfaction of the customer.  Ultimately, the company is focused on the bottom-line and making wall street happy.  It's ashame because the company wasn't always like that when Ralph Roberts had more control.  Employees spend an inordinate amount of time putting out fires that management is not concerned about addressing because of their focus on fiscal returns.  It is a very stressful job at all levels and can be tough to be put in the position of wanting to be able to take of the customer and not being able to resolve their issue.",2010-01-30, 
4056,2.0,Former Employee,Has come a long way but needs a lot more work,"The benefits were great. Free Internet and Cable, can't beat that.  Also the health benefits were excellent. Time off was decent.","I was always working my tail off and was recognized by my manager but not by the rest of senior management who chooses to play favorites and rewards those folks that kiss up to them.  Also the senior management always had an air of superiority when it came to addressing lower level employees, especially in the regional offices. After the lay offs the most talented and better paid employees that knew what they were doing were let go and replaced with more junior level staff that didn't necessarily know what was going on.  It is really about who you know and how to play the politics, especially in the regional office.",2010-10-12, 
4057,4.0,"Current Employee, more than 3 years","Good pay, good incentive, inflexible schedule, high turnover","Pay is good. started off at 10.50 and ended with 11.49 plus commission which was 12% of my sales, but then changed to 6% (they went through many changes). You get to know your coworkers like a small family. You always had 40 guaranteed. They have tuition reimbursement available, 401K, health benefits, and many more.","unorganized management, lots of office gossip, two times where fist fights happened between employees, lots of angry customers call in and curse you out, you have to sell a product even if you don't like it, if you don't meet the sales quota then you don't get commission.",2012-06-02, Sales Representative
4058,4.0,"Current Employee, more than 1 year",Good Experience,"good money, large company, great benefits, overall a great opportunity","if you are a seasoned sales professional you will find better and more lucrative opportunities elsewhere. Your logical thinking and practical approach will need to be checked at the door in order to keep up in an environment that caters to outside account execs. Your construction projects will be a pain to manage and if you don't, you'll lose the commission a few months down the road.",2012-12-11, Business Service Sales Representative
4059,3.0,"Former Employee, more than 10 years",Only if you drink the Kool-Aid,"If you get the right leaders; some training opportunities are available to better your skillsets.  If you are looking to climb to the top, it may be worth the wait as long as you can talk the talk and drink the drink ( kool aid); they will find someone else to walk the walk for you.  On the flip side- if you choose to stay under the radar and are good at it -- you can stay gainfully employed for quite some time.","There is a huge disconnect between the company values, leadership, and the directives. If you are looking for support, expect no one to catch the ball you are throwing - especially if you are trying to make a difference on behalf of the subscriber/ customer.  Too many green leaders all clambering for a piece of the pie.  Personalities that are not "" TypeA"" dont fit in well to the environment.",2016-01-15, Manager
4060,1.0,"Former Employee, more than 10 years",Billing Customer service rep,The people I worked with were fantastic and were very helpful. I loved my supervisor. The office was very conveniently located off the highway. The building itself safe and clean. We had local restaurants come in and service lunch.,"If you want 8 hours of being yelled at, this is it because no one calling likes Comcast. They are calling because the bill is too high or the service is not working and the company just ties your hands when giving credit. Even when you as a rep know the customer deserves the credit. The computers need to be updated. They work very slow or some not at all. Training is very rare because they don't want to take you off the phones. The turn over is very high. Most people last 6 months to a year. Every call is recorded supposedly for training purposes, but used more to chastise you and use it as evidence to fire you. I hated the split days off. you get 2 Fridays & 2 Sundays, but no Saturdays.",2016-05-06, Customer Service Representative II
4061,5.0,Current Employee,Comcast Employee,"1) Great Pay
2) Great Benefits
3) flexible work schedule
4) management is full of great motivators
5) lots of great incentives.
6) you get to be at the forefront of new technology and initiatives 
7) you can learn a lot about different jobs and skill sets  by interacting with people in the various departments","1)The training is a joke, you will have to learn everything on the job. 
2) the company is disorganized and communication between departments is re-active not proactive
3) Public perception of the company makes it difficult to talk about your job in social settings",2017-01-16, Community Account Representative
4062,2.0,Current Employee,Not what you think,"The Health benefits are great and they also provide lots of in house training.  They also provide up to $5,000 per year for tuition reimbursment.",Management is way out of touch and have no idea what is really going on.  They seem to have the attitude that clients can take it or leave it.  But get very upset when they leave it and refuse to accept the fact that they do not offer competative pricing.  On the Regional level managment thinks they are perfect and look down on everyone else.  They tell you that almost everone makes their quota's however this is not true most only make their monthly quota about 4 times a year.  Since over half of your target income is based on commission you can count on only reaching about 80 percent of your target income for the year.,2009-07-07, MDU Account Executive
4063,2.0,Former Employee,Be Careful - Especially Contractors,I was a contractor but the benefits seemed to be great.  Very liberal time off policy - maybe a little bit too liberal.,"Strange culture.  Weak management, closed door policy.  Seemed like it was hard to get promoted or pay raises.  Used free or express editions of software to develop corporate Web sites.  Managers were constantly out or leave in the middle of the day.  I was told my contract was good until the end of 2010 but was terminated all of the sudden.  I was a contractor but expected to act like a full time employee.  Constantly expected to work more than 40 hours but only charge 40 but turn in less than 40 on holiday weeks.  Too many single dimensional people.",2010-09-29, Technical Analyst - Contractor
4064,1.0,"Former Employee, less than 1 year",Ruthless and Cut Throat Management,Contractors were pleasant to work with at Comcast.,"They will throw you out the door without warning
Manager 1 hired me for Switching/Routing, CMTS, Optical Transport, and Project Management experience.
My first day I was switched to a different manager(2) and group(Who did not interview me), and was not notified via email or phone call.
The month of July Manager and employee were out on vacation or training 50% of the time.
Manager comes back on vacation on a Monday end of the month of July.  I get a call Monday night it wasn't working out and not to come back.  So this shows how ruthless and unprofessional the management that Represents Comcast can be.  
Think twice before going there for a long-term contract position",2015-10-13, 
4065,5.0,"Current Employee, more than 8 years",Great Place to Work,"Lots of opportunity to advance
Career is what you make it
Focus on Safety
Excellent benefits
Great Pay for what you do
Lots of overtime opportunity
Making 100k+/yr when including OT, bonus and on-call pay","Work life balance can be tough but you are never pressured to work OT
SOME management is only out for themselves, not in my department but I see it.  They never move up but they are never fired.
Some people just shouldn’t be working here and it’s hard for their managers to get rid of them",2018-08-25, Network Operations Technician
4066,3.0,"Current Employee, more than 1 year",Eh Depends what you're looking for,"Great benefits, good starting PTO (3 weeks). 
The office is nice and most teams have a WFH policy (1-2 days a week depending on the team).
Dress is casual, you can wear jeans most days. 
There's a lot of great people that work here and collaboration is encouraged, other analysts are always happy to help.","Base salary is low compared to similar jobs at other companies. 
Limited opportunity to move up, at least on my team.
My team has some micro management issues and  sometimes its seems like we're treated like elementary school children, instead of working professionals.  They're very strict about not coming in a minute late or leaving a minute early, but they don't seem to mind if you work until 10 or 11pm for several weeks on end.
Management on my team does not treat the analysts well, but I know it's better on other teams.",2019-02-20, Analyst III
4067,4.0,Current Employee,Comcast is a solid place to work.  Just remember that it is a large corporation.,Free cable and internet!  Good benefits and pay.  A pretty solid company overall.,It's a huge corporation and is almost like the Microsoft of the cable industry.  Change is slow.  The chance of the employee stock purchase plan to skyrocket is nearly out of the question.  The company is always under scrutiny by the media and not everything Comcast does is a reflection of each and every employee.,2008-08-19, Systems Engineer
4068,4.0,Former Employee,Great mentored learning experience,"The atmosphere was casual and pleasant in my office, which was dominated by software engineers and QA folks. I had an excellent mentor, who provided helpful guidance on new projects, which I found to be very important towards promoting intern success. I was even allowed to work remotely for a while after I moved halfway across the U.S.","Comcast is huge - HR-related issues are much more bureaucratic than at a small company, such as changing system passwords, where you're often put on hold for the helpdesk for extended periods of time, lowering your productivity.",2011-04-20, Software Engineering Intern
4069,4.0,"Current Employee, more than 3 years",Good place to work but political environment,"Comcast has alot of great people, benefits are good, stock options and restricted stock yearly.  Work environment is mostly relaxed as well.  They try to manage work priorities pretty well and control the changes as much as possible.","Comcast has alot of great people who genuinely love their jobs but as any large company, it is very political.  There are some managers who do not deal well with their people and need coaching.",2014-06-19, Anonymous Employee
4070,5.0,"Former Employee, more than 10 years",Great place to work - would love to go back!,"Loved working at Comcast - great company with great benefits, leadership team and products.  Always coming out with new services and taking care of employees.  Worked there for 13 years - advanced from a cust service rep up to a regional manager - amazing opportunities for growth.","As with any large organization, change can be slow and difficult.  Communication with frontline employees is very important - those frontline supervisors can make changes even more difficult if they don't ""buy into"" the change.",2014-06-17, Regional Manager
4071,4.0,"Former Employee, more than 3 years","So much Potential, so much waste","Pockets of good  leadership, friendly people. more or less of a team approach. Fair pay good benefits","Contridictory messages from executives, some silos, Finance drives the business, not customer service not employee satisfaction. Great Resources to offer but no unified corporate startegy in place. I do not believe that the Executives live the values they they talk about.... Favoritism.....",2014-08-29, Director
4072,3.0,"Current Employee, more than 1 year",Wild,"Excellent benefits
Commission 
Discounted Cable/Internet/Phone
Great starting hourly rate","Poor Call Center Management
Shift Bids (schedule changes) are almost non-existent unless you go to school or have an important engagement 
Goals are unclear and always change 
Lose 20% of your total commission if you miss your goals for the month",2014-09-30, Inbound Sales Executive
4073,4.0,"Current Employee, more than 1 year",Work Hard and Grow,"There are some solid benefits when you become a full time employee, super cheap internet, good health insurance, good work environment for the most part and they do their best to keep moral up.","Goals can be tough to maintain, and you need to be the best of the best in order to move up which can sometimes come with a pay cut, but the long game is worth it if you stick with it.",2015-03-17, Call Center Inbound/Outbound Sales
4074,1.0,Former Employee,Worst Job I've Ever Had,"Cool location in heart of the city, opportunities to work on huge projects with lots of public visibility, and the company name looks great on the resume! They also have some really creative people on board.","Everything else. I’ve heard that your experience is completely dependent on what department you fall in. 

There’s currently no PMO here, so if you come in as a project manager expect to face some serious challenges with both internal and external stakeholders. You have no support system and everyone just steam rolls over each other. You can’t put strategy or thought into anything because you’re stuck reacting to fires every day. From a PM perspective, the business is awful at following process - everything is a struggle and 10x more difficult than it needs to be. 

If you’re good at manipulating people and can deal with politics and cliques, this is the place for you. If you want to try to make things better and improve the business, don’t even bother. This is not a well oiled machine - just a hot mess that refuses to change.",2015-08-13, Project Manager
4075,4.0,Former Employee,Comcast Enterprise AE - Portland,"Solid benefits, 401k match and employee stock purchase program (15% off). Cash-rich company with plenty of resources. Top sales position in business division (above all SMB sales teams) and company obviously has brand recognition. Fantastic training",cannibalistic sales team structure with activity metric focus more in light with SMB than enterprise. Limited product portfolio. Difficult to move out of this coveted sales role once you've achieved top-producer status (little incentive like in any sales job for leadership to move someone who's producing),2016-01-11, Anonymous Employee
4076,5.0,"Current Employee, more than 1 year",Xfinity Residential Direct Sales,"Awesome regular training, great leadership support, cool benefits (cable, internet, phone, and home security; 401k, stock purchasing, sales incentives, lunch and dinners), and the best products compared to our competitors. Company is very diverse, involved in local community, support entrepreneurship, and is always growing its business. They provide nice clothes, tools, and support to represent the company positively. In my opinion, it's by far the best sales career, however, it's not for everyone. Individual must have a winning and willing to learn/improve attitude because it's minimal supervision and a lot of ""NO!!!""",We can't beat our competitors pricing and we're competitively fighting streaming services and millennial...,2017-05-29, Direct Sales Representative
4077,5.0,"Former Employee, more than 3 years",A Growing Company to Grow your Career,"Career development, very competitive compensation, good benefits offered to full-time and part-time employees, good work/life balance at HQ office, innovative company with many opportunities for advancement or to move around, free cable and internet!",I really can't think of any cons other than having to deal with friends/family tell you about their Xfinity service issues,2018-03-20, Senior Financial Analyst
4078,4.0,Current Employee,Comcast meets the challenge... every time.,"Genuine, caring management. Always provide the authority to do the right thing. After a tornado, our VP was having two a days. (Conference calls) His first questions were, ""How are our people? Have we accounted for everyone? Have we provided generators for those without power? Have we provided hotel rooms for those who lost their home? Then and only then, he would poll the group about the rebuilding effort.",People love to hate the cable company. Tough to overcome the stereotypes. It is tough to get the snide remarks or get approached in the grocery store by someone who wants to complain about the cable company.,2008-06-12, Supervisor
4079,4.0,Former Employee,good pay,the pay is very good when compared to other jobs.  the job description is unclear because different levels of management have different goals. this can cause a large problem.  half of the company is focused on making sales and not worrying about customer service issues and instead focus on the short term bottom line.  the other half of the company realizes that they need to satisfy customer needs in order to make them long term customers,"they need to improve customer service despite ignoring to do so in the past.
 they need to find better installers who respect customers.  the contractors do not care about customers",2008-09-19, Comcast Door to Door Sales
4080,4.0,Current Employee,Good place to work as long as your not in sales,"Very Flexible, Great Insurance and retirement benefits, Alot of paid time off. Above average compensation as long as you will work 10-12 hours a day 6 days a week.","Extremely micromanaged. Goals are sometimes unatainable regardless of how much you work. Customer service within the rest of the company is poor, which reflects on you. Change in policy is much too often. Consistency is terrible within support group.",2010-02-22, Sales Representative
4081,4.0,"Current Employee, more than 5 years",A Good Experience in a Unique Part of a Huge Company,"Part of a big, audacious initiative, OK leadership, excellent pay, excellent work/life balance, good co-workers, great direct manager, interesting work","Some smart, jerky people, weak management principles, managers who aren't good managers (just smart), cranking out new features with mediocre quality, too many design shortcuts in favor of faster releases, challenges getting adoption of breakthrough ideas due to risk-aversion",2014-12-31, Software Architect
4082,1.0,Current Employee,Comcast Business is drowning in Greed and Incompetence,Hard to complain about deeply discounted tv/internet.  The break rooms are well stocked with tea/coffee.  Many of the Tier 1 agents and supervisors are genuinely good and helpful people.,"Upper management is insane.  Mediocre pay relative to the metrics, balancing the metrics is nigh impossible, and the job is fairly complicated (ex. upgrading someone's TV is a pretty involved process).  And let's not forget the S4B metric (aka sales) which has gone nowhere but up in the last two years for technical support.  And it's not like you're paid per sale, it's part of your job and you will be fired if you fail to maintain it.  
As a result of the mediocre pay and high sales metric, there's few tech savvy people left.  They've been driven out.  When I started 1 out of 20 calls was the result of the person before me screwing up.  Now it's 1 out of 4.  Management's doublespeak about improving customer service grates on the nerves.",2015-08-19, Anonymous Employee
4083,5.0,"Current Employee, more than 1 year",Great Company to Work for but...,"Most of Comcast offices are very diverse and backed by a very strong culture. Working as a Xfinity Sales Associate, you are given the freedom to work your turf as you wish. Your schedule is also very flexible as long as you spend 6 hours in the field. Comcast also provide you with the tools (iPad, iPhone, SFA, Sales Support, Customer Account Access) that's needed in the field to escalation problems that may occur. Great benefits (courtesy service) also.","Since I started working for Comcast, I have seen multiple changes that affects our ability to close a sale, i.e., You cannot place customers deposits on the first bill any more, it's due at the time of sale. There is no way to schedule a job to meet most customer preference. Whatever dates and time-windows are available, that what you get. Before, you could schedule a customer for an 8am-8pm time window to get a better date. Now the biggest one, YOU CANNOT SELL SERVICE to MDUs. Outside of your turf most people will recognize you as a sales rep and most people want to know what types of deals you have. If that person lives in a MDU, you can call in the sale, but you won't get paid for it. So, it make you not want to market yourself like every sales person should. Most of the supervisor became supervisors after these changes took place so it very difficult to get them to understand why it's so hard to hit your quota consistently. To them, it's hit your quota or else, which makes it very difficult to trust that they will escalate the struggles we are having and it affect every reps motivation and confidence everyday.",2016-11-19, Xfinity Sales Associate
4084,4.0,Current Employee,The benefits can't be beat,"The benefits package is the only thing keeping me here right now. my internet, home phone and cable service costs me roughly $14 per month. There are many different choices for healthcare, dentall and vision plans. The stock price is very low right now, and many people consider this the best time to invest in the company.","Because of the way the company is becoming more localized, it is more difficult to transfer from state to state. It is also kind of difficult to move from one section of the company to the other.",2008-06-23, Co-Op Coordinator
4085,4.0,"Current Employee, more than 3 years","Great place to work, Lacks customer service","Comcast has a competitive benefits package that includes Health and Dental Care, PTO, Employee Stock Purchase, matching 401k, Deep discount on products and services, ect... They are also very flexible and will work with the employee when life happens.",Their customer service can be substandard and they tend to fix stuff that isn't broken therefor breaking it. Supervisors can be unwilling to listen to employee feed back especially if it may require more than a simple answer.,2015-10-24, Communications Tech
4086,4.0,"Former Employee, more than 1 year",Sales Professional,"The  Company had great benefits with matching 401k, vacation holiday, sick days. Good medical and vision and dental coverage at a fraction of the cost to employee.","Residential sales job was a cold calling door to door kind of job.  Out in the rain at night in some neighbor hoods didn't feel safe.  Even after quota was made, supervisor still wanted you out knocking till 8 or 9 at night. Winter time no one is answering there doors that late.  Just part of the job though.",2015-11-14, Sales Professional
4087,1.0,Current Employee,Toxic environment,"The company is stable, offers good benefits, and being so large there is much opportunity for advancement and movement within the company.","The work environment is toxic.  There is a culture of dishonesty, aggressive internal competition, and blame that permeates a lot of the company.  It's a dog eat dog kind of environment.  Employees acknowledge this one on one, but in group settings there's an expectation to talk about Comcast as if it's the greatest company on the planet.  Throughout my employment I've seen inaccurate information released to the public and have been instructed by managers to hide things that government regulators would be displeased with and to destroy records that are supposed to be kept.  I wouldn't be shocked if this company were the next Enron.  Having a conscience and working here are not compatible.",2016-03-30, Anonymous Employee
4088,3.0,"Current Employee, less than 1 year",It's not bad but....,The number one pro would be the employee discount on the services. Full time benefits for part time job. Weekends off. Hours are pretty good. Training was decent just have to understand it and repetition is key,"Numbers. The sales quotas each month are do able yes, but you have to really put in the work. It can be overwhelming. The customers are more dissatisfied then satisfied, so you will get PLENTY of no's. I hate the ""rebuttal"" formula, it's just harassment if you ask me. A customer knows they're not interested in a product. You don't have to harass them to say yes all they are going to do is get even more irate. Work commute sucks if you aren't close to Alpharetta. Have to be in position a year before you can change departments, if you can last that long. Basically you have to enjoy telemarketing to like this job.",2016-09-30, Outbound Telesales
4089,2.0,Former Employee,Enterprise Account Executive,"Growth Business Unit, Ability to earn good income","Worst Sales Environment you can imagine (very cut throat), Micromanagement on steroids, very politically motivated and often times unfair working practices, Sr. Leadership Team are corporate robots, unrealistic performance metrics given the mass saturation of headcount, Rules of Engagement is essentially not worth paper its printed on.",2016-11-03, Enterprise Account Executive
4090,5.0,"Current Employee, more than 3 years",Great company trying to turn things around,"Comcast supports it's employees extremely well when it comes to progression. Obviously, you have to show the drive and the desire, but if you do Comcast is a place you can grow an entire career. My experience as an employee has been very rewarding and I believe the company treats it's employees very well.",The bad rap of the company makes it hard to always be positive. The company is trying to turn things around but the public has been less than accepting.,2017-01-13, Executive Customer Relations
4091,4.0,"Former Employee, more than 5 years",Business Analyst,"Some of the best benefits around. Excellent training program to kick start your career. Managers in customer care work to create and maintain a positive work environment. Most customers might say we don't care, but my division was dedicated to a positive customer experience and were given the tools necessary to deliver that to our customer.","In my experience, the good ole boy network seemed prevalent. If your boss liked you, you were safe from any sort of reprimand and given every opportunity to grow. If your boss lacked maturity, you must follow suit to stay in your position or advance.",2017-02-07, Anonymous Employee
4092,5.0,Current Employee,Comcast is a great place to work,"The vacation time is great, the leadership is awesome and the pay is good. The benefits are among the best in the state. I have complete confidence in the job security and I have no worries about the company taking care of their employees. Growth and advancement are always easy if one is self motivated to do so. There are many different career paths one can take for success.","Some positions such as feild techs are required to work one weekend day i.e. either Saturday or Sunday. Its not a down side but some other comany's doing the same type of work get paid more than we do...however, Comcast does offer great discount and benefits package which out weighs that.",2008-11-25, Communications Technician III
4093,4.0,Former Employee,Overall pretty goood but you will put in overtime almost every day.,"Benefits are excellent.  Good health, disability, dental, eye insurance.  Decent time off.  Free services on cable and internet.  Great tuition reimbursement amount, but there is a catch, see cons.  The place I worked the manager was great, trainers were very good.  They went out of their way to reward good performance.  Very upbeat at the morning meetings.  Supervisor went out of his way to be helpful.   The company went out of their way to make new hires feel welcome and part of the team right off the bat.  Never harped about being out on overtime when new or doing a job that took more time than predicted.","Comcast says they value work / life balance, but that is hard to believe.  Comtechs never know when they will get home.  Scheduling of jobs is unrealistic.  Often times, big installs that will take hours are scheduled for late in the day.  If I got off my shift within an hour and a half of the scheduled end time I felt lucky.   Almost never got out on time.  They simply schedule too many jobs each day.  Then they say they want every step followed in the field, but there is no way to do it.   The math does not add up.  So, techs end up skipping steps like going to tap on every job.  If you want to be home at a reasonable time each night, this is not the place for you.  If you have little ones at home that go to bed early, forget seeing them because you will be at work if you are doing it all by the numbers.  If you are single or don't have a family to worry about spending time with, go for it, but if you value seeing your family at all during the week, it may not be the place for you.

They offer over 5500$ per year in tuition reimbursement but how do you go to college if you never know when you will be out of work.  Kind of tough to schedule classes around that.  

Big disconnect between what is taught in training and what goes on in the field.  Almost everything they told us not to do in training is being done in the field so that people can try to get off somewhere near on time.  Also, they spend a lot of time in training telling us how to smile , tuck our shirts in and things like that, but some portions of training were way to short.  Internet installs are a big part of the job but we get about 2 days of training on that.  Not nearly enough.   But they will spend days on how to smile, approach the customer, wear our hard hats, and alot of other things that don't require so much.  They need to prioritize the training time more with the technology end before we are sent into field training.",2009-04-08, Communications Technician
4094,5.0,Current Employee,Great company to work for. I have nothing but positive experiences.,"The company communicates with its employees,and management has been very supportive.","I think the sales side of the company is different from the customer care side. From the sales perspective, it is an ideal company to work for. Quotas are obtainable and compensation is unlimited. You have to work, but you can make A LOT of money.",2011-04-19," Direct Sales Representative, Winback"
4095,4.0,"Former Employee, more than 1 year",A Great Plce to work,The pros are the fact that you get most of your cable television free along with the high speed internet. You are also treated like a person and how often does an office manager have an open door policy that is truly open door.,The cons are that shifts are not set by senority but by work metrics. Another con is the fact that they closed the call centers in California and moved the jobs out of state. The customers in California liked the fact that most of the time they were able to talk to someone in their own state.,2013-01-10," Customer Account Executive II, Customer Technical Support (IP)"
4096,4.0,"Current Employee, more than 8 years",Great place to work to build a successful career and get exposure to a variety of cool projects,"Great benefits, salary, stock options, bonus and most of the people are great to work with and learn from.  Lots of great talent at this company.  Decent amount of opportunity to work on cool projects.","A few bad apples make work life more challenging at times as some incompetent folks can sometimes stick around for too long and go unnoticed somehow.  This can sometimes drain the team's energy and focus.  Otherwise, there are very smart people working at this company.",2013-05-05, Senior Engineer
4097,2.0,"Former Employee, less than 1 year",Absolutely Horrid!,You get an AMAZING discount on your services.,You're never really home to enjoy them.,2014-01-08, Customer Service Representative
4098,5.0,"Current Employee, more than 3 years",Great place to work,"The people are great and understanding. They know the system is complex, and are willing to give you the time to learn. The environment is laid back and very eco-conscious. It fits the Seattle vibe perfectly.

People tend to stay here for a long time, which is nice if you are mid-career and looking for challenging work that you can rely on.

The hiring process sets a high bar, and I think that helps the company maintain high quality employees.

The managers listen and respond to concerns and the entire team is open to new ideas.",The work is complex and obscure. Good luck explaining what you do at a dinner party.,2014-07-25, Senior Software Engineer
4099,4.0,"Former Employee, more than 1 year",Customer Account Exec,"The company cares about it's employees. The benefit package is great. Lots of paid time off, 401K matching and savings starter, lots of incentives to sell. I enjoyed my co-workers and overall enjoyed my time there. As a CAE, you have a lot of power and tools to make a customers day. Which makes it easier to do your job.","Only cons are they go through many changes! So you may be doing a job one way today and next week, that is no longer the way its done. So its annoying and sometimes hard to keep up with all the rapid changes.",2016-03-21, Customer Account Executive II
4100,5.0,Current Employee,Sr. Product Manager,"Innovation.  Cutting edge technology.  It's a technology company, not a cable company.  Actively cares about accessibility for people with disabilities. Actively cares about career growth.  Many opportunities for leadership, mentorship, and career development not just through one's position but also through Employee Resource Groups, lab weeks, job rotation, 360s, and more.",Philadelphia wage tax even if I don't live in Philadelphia. While lots of career building opportunities are available most employees don't know about them.,2016-06-03, Senior Product Manager
4101,5.0,Current Employee,great place to work if you are qualified,"Very good work-life balance compared to other companies in this industry. Firm policy of only hiring the right people, and as a result we have a lot of very nice, smart, and experienced employees and no-one intolerable or scary.","Technology, media and entertainment are all high stress industries and we sit at their intersection. It's exciting and fun but it can get stressful. We also are often in situations where what worked before won't work now, so we have to keep on our toes and not be afraid to try something new. Our products are complicated so expect a long ramp-up.",2008-06-11, 
