,rating,employee_type,review,pros,cons,date,job title
4581,4.0,Current Employee,Decent,Flexible schedule and fast paced,You deal with a lot of rude people,2021-08-10, Digital Shopper
4582,2.0,Current Employee,Working at walmart,the pay is pretty good,wont work with school schedule,2021-09-25, Online Grocery Pickup
4583,5.0,Current Employee,Great place to work,Great place to work. Great place to start your career,I don't really have anything bad to say. It's been a wonderful experience,2021-07-29, Software Engineer
4584,1.0,"Former Employee, more than 3 years",Good,Good company at its best,Good benefits at this jb,2021-10-14, Anonymous Employee
4585,1.0,Former Employee,Bad,"Busy, overtime, discount, shifts, location",Short staffed always and unclean,2021-10-14, Customer Service Associate
4586,1.0,Former Employee,Laura,Good hours mostly easy work,Horrible management not very welcoming,2021-10-14, Waitress
4587,4.0,Former Employee,Electronics Sales Associate,"Great pay, offered many hours if wanted, and they worked with my school schedule.","Dealing with managers and heavy workloads just about every morning, point system.",2021-07-29, Sales Associate
4588,2.0,"Former Employee, more than 3 years",Hvac tech,"Consitant pay
Health benefits 
Vacation time","Management has unrealistic goals
On call 24/7
Caught in between constant battle between store employees and Management 
Very stressful
No training at all",2021-09-06, HVAC Technician
4589,2.0,"Former Employee, more than 3 years",Could be better,Consistent hours. Offers health insurance.,Terrible management. Unrealistic expectations. Questionable food safety habits.,2021-09-23, Personal Shopper/OGP
4590,3.0,"Current Employee, more than 3 years",Salary,Not much to talk about.,Understaffed and underpaid. Not good.,2021-09-23, Stock Associate
4591,3.0,"Current Employee, more than 3 years",Cashier interview,There is no pros or cons,Hours are not good and not professional,2021-09-24, Cashier
4592,1.0,"Former Employee, more than 1 year",Terrible,Staff engagement was at least good.,Terrible management that gives no respect.,2021-10-08, Garden Center Associate
4593,5.0,Former Employee,very good,"managers are friendly, work isn’t too difficult",your coworkers might be creeps,2021-08-10, Over Night Stocker
4594,5.0,"Former Employee, more than 1 year",Overview,"Fast paced, multiple departs to work in.","Odd hours of operation, but not out of the norm for distribution centers",2021-08-04, Order Filler
4595,3.0,"Current Employee, less than 1 year",Small town job of last resorr,Health insurance cheapest in this are,"Salaries, few opportunities for advancement",2021-09-15, Front End Cashier
4596,3.0,"Former Employee, more than 3 years",Long hours for little appreciation,"It pays the bills 
Most managers are friendly","Long hours
Little appreciation 
Minimum raises",2021-09-19, Customer Service Associate
4597,3.0,"Former Employee, less than 1 year",My Expeireince,The pay and the relationship with coworkers are pros for working there.,"Working with the public, slave-like work, and treatment from management",2021-09-18, Front End Associate
4598,5.0,Current Employee,Pharmacy cashier,"Flexible hours, mainly full time workers and have to be able to deal with the every stress",Fast paced I’m used to it but if your not and not willing to work weekends you may not get hired,2021-07-17, Cashier
4599,4.0,"Current Employee, more than 5 years",Team lead,"Cash bonuses. Lead experience, and work for your own time off.","Liability, latter of opportunity is sometimes not as promising.",2021-06-21, Customer Service Manager (CSM)
4600,2.0,Current Employee,Coal mine,"Discount, college funding, set scedule","Understaffed, under appreciated, over worked, unqualified leadership",2021-09-24, Department Manager
4601,3.0,Former Employee,Pretty good start job,Discount offer on their goods.,The customers and scheduling could be better.,2021-09-22, Cashier
4602,3.0,Former Employee,Eh,Employee discount is pretty helpful with school shopping,Undersheduled and not prepared for call ins,2021-09-22, Anonymous Employee
4603,3.0,Former Employee,Eh,Employee discount is pretty helpful with school shopping,Undersheduled and not prepared for call ins,2021-09-22, Anonymous Employee
4604,4.0,Current Employee,cashier experience,great staff always laughing family,they don’t pay cashiers as much as they pay other departments,2021-08-07, Front End Cashier
4605,3.0,"Current Employee, more than 5 years",Decent place to work,"They have great benefits, offer free schooling and pretty competitive pay.","They aren't family-oriented, they expect you to be machines, don't work with schedules.",2021-09-14, Team Lead
4606,3.0,Current Employee,It was easy job,It was easy and it was easy to understand,Some people will try to tell you that you have to do their work also,2021-09-14, Stocker
4607,3.0,Former Employee,Good,Good pay and good hours,Was told multiple time I would be moved to full time since I was working the hours for it and never was,2021-09-14, Deli Clerk
4608,3.0,"Former Employee, more than 8 years",Slamming,Great people to work with,Company greed became more important than the assosiates,2021-09-15, Order Filler
4609,3.0,"Current Employee, more than 1 year",Decent job,"Decent pay, decent hours, friendly coworkers mostly","Not a lot of hours , cut hours frequently, bad management, random schedules, rude customers, and rude coworkers",2021-09-07, Asset Protection Customer Host
4610,3.0,Current Employee,Meh,Its Walmart. You know what to expect.,Its Wal-Mart. You get what you ask for when working there.,2021-09-20, Cashier
4611,1.0,"Former Employee, more than 1 year",horrible to associates,decent pay and lunch break along with two 15 minute breaks for an 8 hour shift,"cannot get raises, you do not get quarterly bonuses for the first year, overworked, and you cannot call of for anything",2021-09-27, Cashier
4612,3.0,"Former Employee, more than 1 year","Not horrible, decent for someone in college","Flexible, works with your busy schedule","Quite a lot of cons, retail, management is not the best, etc…",2021-09-16, Sales Associate
4613,1.0,Current Employee,Horrible,Pay is very good and lot of hours,"Horrible, terrible management, and coworkers.",2021-10-12, Personal Shopper
4614,3.0,"Current Employee, more than 1 year","Good in some ways, rough in others","Decent pay, especially for the area
relatively flexible hours,
education benefits,
access to healthcare
comprehensive paid time off plans,","Backbone of store functions with little recognition,
expected to maintain unreasonable time goals set by home office,
product placement expectations over exceeds shelving limits throughout most of store,
little to no communication between shifts",2021-07-30, WalMart Overnight Stocker
4615,3.0,"Former Employee, less than 1 year",Has ups and downs,"Decent pay 
Fun coworkers
Rewarding work","Overworked many times, sometimes doing 13 hour shifts to pick up the slack of management not hiring people",2021-09-05, Personal Shopper
4616,1.0,"Former Employee, more than 1 year",Great,Pay talent and remote work,Job duties and people in ambassadors,2021-10-13, Anonymous Employee
4617,5.0,Current Employee,Not bad,It was a pretty decent job from what I can remember. Good luck,the pay could have been a hell of a lot better,2021-07-29, Forklift Operator
4618,5.0,"Former Employee, more than 1 year",N,"Flexible times,easily promoted, easy task,pto,fun promotions,decent breaks,good if your in college","Bad management sometimes, pay,nothing to do at times,drama, terrible customers,points",2021-07-30, Cashier
4619,4.0,Current Employee,Great company to work for,"Great benefits, PTO, profit sharing, discount card",Lots of politics and hard adjustment for many,2021-08-04, Senior Clinical Director
4620,4.0,"Current Employee, more than 10 years","Great company to work with, good pay/benefits package, lots of career options","Good Pay, diversity culture, several options for continued career growth","Might require a lot of travel (depending on the role), might require long working hours",2021-07-21, Finance Director
4621,5.0,"Current Employee, more than 1 year",retail assoicate,good pay and stuff not too bad with hours and scheduling,"tiring, has rude customers, management can be a pain in the kisser.",2021-07-28, Retail Associate
4622,5.0,Former Employee,Fair,"Fair wages, relaxed atmosphere, and room for mobility at my local walmart",The hours can be random each week but your supervisor will work with you,2021-07-28, Stocker
4623,3.0,"Former Employee, more than 5 years",good pay,great pay. Great benefits also.,"your just a number, management well some",2021-09-23, Hauler
4624,1.0,Current Employee,Be prepared to work every job at anytime,"pay, easy to start, hour lunch, and two fifteen minute breaks","everything. People in management mostly are awful, you are always asked to cover something even if your section is already suffering, there isnt a supervisor right now for the fulfillment department so there isnt anyone that is overseeing anything.",2021-09-15, Online Fulfillment
4625,4.0,Former Employee,Eh,I mean it can be okay if you still have a soul,"Except people without one are going to make it depressing for you, depends on the store",2021-07-28, Order Fulfillment Associate
4626,2.0,"Former Employee, less than 1 year",Pay,Sort of laid back on night shift,No room for growth and way too much to do for the money,2021-09-19, Overnight Stocker
4627,4.0,"Current Employee, more than 1 year",Walmart Employee Review,"If you are a student they will accomodate to your schedule and is a great job as long as you ""keep busy"".","They will schedule you whenever they need you, even if you're full time. The only plus of being full-time (schedule-wise) is that your schedule is set on a three week rotation.",2021-06-29, Walmart Online Grocery Pickup
4628,3.0,"Former Employee, more than 3 years",Ok but far from great,"pay,
multiple schedules to apply to,
can advance in company,
good amount of opportunities.","point system,
very unfit staff for higher ranking roles,
high amount of new hires don't last.",2021-09-08, Order Selector
4629,3.0,Former Employee,Fair Experience for First Job,Decent pay for a first job. Caring co-workers.,Long hours for part time employment; fast paced work environment with high stakes; majority of training is on the job.,2021-09-10, Cashier
4630,2.0,"Former Employee, less than 1 year",Tough work,"Pay increase, one great supervisor","Rarely able to get things done on their timeline, some supervisors said abd did what they wanted and others couldn’t",2021-09-10, Cap II Associate
4631,3.0,Current Employee,Cashier/financial service,Great employees everyone tries to make the best of it,At my location i was taking up management duties as an associate and breaks and lunches were not always on time,2021-09-10, Customer Support
4632,2.0,"Former Employee, less than 1 year",Terrible company,Pay was okay. Hour long lunch was probably the best thing.,"Toxic environment, everyone clashed with each other. If you were new you didn’t fit in with the csm they talked crap about you.",2021-09-05, Front End Cashier
4633,4.0,Current Employee,Overnight stocker,The pay is good and the job easy,Staying up all night long,2021-08-08, General Merchandise Clerk
4634,1.0,"Former Employee, less than 1 year",bad,Good hourly pay that is all,"Horrible work place, horrible managers. never work there",2021-10-11, Personal Shopper
4635,3.0,Current Employee,Decent,Good hours and nice coworkers,Low pay and high stress environment,2021-09-24, Sales Associate
4636,3.0,Former Employee,Working hours,"Flexibility, friendly, useful, nice, manageable",No negativity to write here,2021-09-25, Associate
4637,3.0,Current Employee,Walle World,"Laid back type of work depending on your role.
Most associates are great and friendly people.
Work with you on your schedule.
Always something new to learn.","Get full time hours part time benefits. 
Job security.
Hardly any PTO is earned.
No associate appreciation.",2021-08-28, Stocker
4638,1.0,"Former Employee, more than 1 year",Wouldn’t work here,"Good Pay 
Good benefits 
1hr Lunch","Management is the worst
No on time breaks 
Overworked 
Sexual harassment from managers and employees 
Unprofessional",2021-10-07, Personal Shopper
4639,2.0,Current Employee,Ok.,It’s a job that pays money.,They don’t care about you.,2021-09-22, Walmart Cashier
4640,3.0,Current Employee,Challenging but rewarding,"Benefits, pto, people, money, training","People, poor work-life balance, stress, constant turnover",2021-09-23, Store Manager
4641,3.0,"Current Employee, less than 1 year",.,Good pay for younger people and somewhat flexible hours,Short breaks and overworked staff,2021-09-23, Stock Associate
4642,5.0,Current Employee,Hh,Good work at walmart fun ppl nice job therefore I will stay,Too much work at walmart therefore I will quit soon,2021-07-31, Sales Associate
4643,5.0,Current Employee,Hh,Good work at walmart fun ppl nice job therefore I will stay,Too much work at walmart therefore I will quit soon,2021-07-31, Sales Associate
4644,3.0,Former Employee,The only thing good was the pay,The pay was good and hours not bad.,"Manager not so good, pay was every two weeks.",2021-09-16, Grocery Stocker
4645,3.0,"Current Employee, more than 1 year",Pay was not good,Easy job to get and to do.,Customers are really terrible most of the time.,2021-09-16, Cashier
4646,1.0,"Former Employee, less than 1 year",Don't Work There,My coworkers were fun to work with,"They were horribly unorganized
Management was terrible
They would force you to work harder than others but deny you a raise",2021-10-01, Stocker
4647,2.0,"Current Employee, more than 3 years",No work/life balance,The pay is great but also depends on department and region. Promotions are possible but not easy.,The company owns you. Schedules can be changed with minimal notice. Management training is a joke. Favoritism is the norm. Ethics is a joke. The majority of complaints are kicked back to store level management aka to the same people who the claims are against.,2021-08-06, Overnight Stocker
4648,4.0,Former Employee,Decent,Easy for the most part,Customers are rude for no reason,2021-08-11, Cashier
4649,1.0,Former Employee,Uhhh,"Good job, pays really good",Higher ups have horrible management,2021-10-14, Deli Clerk
4650,4.0,"Current Employee, less than 1 year",pro/con,"good pay
flexible hours
able to move up th ladder","bad management
they care more about work life than you",2021-08-05, Customer Service
4651,3.0,"Former Employee, more than 10 years",It was time to go,"Good pay, somewhat good hours until they re-opened us on Sundays.","Terrible morale, unrealistic expectations, poor benefits, not family friendly.",2021-09-12, Vision Manager
4652,5.0,Current Employee,pays better than other retail chain,"higher starting pay compared to other retail by far. bonuses every year, flexible schedule",rules are black and white not alot of wiggle room from the regional higher ups,2021-07-20, Pharmacy Technician
4653,2.0,"Former Employee, more than 1 year",it pays better then most places,Pros would be.. after 3 months you get a discount card. I honestly cannot think of anything else to say.,The managers could careless about you and will just replace you with someone else. Has a lot of help options but only if you have worked there for over a year. Their point system is bullcrap,2021-08-18, Jewelry Sales Associate
4654,3.0,Former Employee,walmart,"good pay 
fast pace
opportunity to move up","bad management
staff shortage
over work you",2021-09-23, Customer Service Representative
4655,1.0,"Former Employee, less than 1 year","Awful, never again",Flexible schedule if you can swing it,Everything else - managers were annoying and very egotistical.,2021-10-04, Fabrics and Crafts Associate
4656,4.0,"Former Employee, more than 1 year",Loved it,Flexible schedule. Pay. Fun. Good breaks.,Strict attendance policy. Nothing else.,2021-08-09, Personal Shopper
4657,5.0,Current Employee,Employee Experiences,Its improving to provide better support for its employees and customers,There is nothing bad about it.,2021-08-03, Salesfloor Associate
4658,3.0,"Former Employee, less than 1 year",OK job,The work was easy and low stress.,Inflexible scheduling and difficulty taking time off,2021-09-21, Cashier
4659,2.0,Former Employee,Room for improvement,"Profit sharing, upward mobility, and flexibility","Favoritism, rude customers, unsupportive management team",2021-09-21, Manager
4660,2.0,Current Employee,It's ok. Retail is all the same no matter where you go.,"Consistent schedule, decent pay, and 1 hour lunch.","Culturally unprofessional, management wants you to skip breaks and work 12 hour shifts.",2021-09-03, Stocking Associate
4661,3.0,"Former Employee, less than 1 year",Unbearable,They offer frequent breaks and paid time off.,"Management speaks to you like an abusive partner, often reminding employees how much they need Walmart.",2021-09-15, Sales Associate
4662,3.0,"Current Employee, more than 1 year",Okay first,Depending on your co workers and mangent great start while in school,Not much room for growth and management is horrible at times,2021-09-15, Front End Cashier
4663,5.0,Current Employee,It’s retail& you see all different types of Americans,I get full time benefits for working 3 days a week,"You get a lot of rude customers, as any customer service job.",2021-07-18, Fitting Room Associate
4664,2.0,"Former Employee, less than 1 year",Good to pass time,Easy to do and did not require any previous knowledge,Bad management and they overworked staff,2021-09-20, Maintenance Person
4665,4.0,"Former Employee, more than 8 years",not bad,good benefits and pay mostly,bad managers and a lot of headaches,2021-08-09, Sales
4666,5.0,Current Employee,‎ ‎​     ,good pay and kinda fun,‎ ‎not too sure just yet,2021-08-09, Walmart Ogp
4667,2.0,"Current Employee, more than 1 year",Performance Issues,"Lots of resources
Good strategic ideas",Execution of company policies or procedures poorly managed,2021-09-09, Digital Fulfillment Analyst
4668,4.0,Current Employee,okay,good competitive pay and benefits,extra work load at poor needs,2021-07-26, Stock Associate
4669,3.0,Former Employee,Ton of work with little results,Working at Walmart is a good job to start at if is your first time job. Gives you experience with dealing with the public and it helps you to learn to work fast and hard.,"Pay is not very good, they over work you and there is hardly any team work. If you are a hard worker they expect more from you. If you slack off they can care less.",2021-08-07, Salesfloor Team Member
4670,3.0,"Current Employee, more than 5 years",It's a job,"My compensation helped me buy a house
You will bond with your coworkers through constant trials and because they treat us all like garbage.","Low pay for work expected
Boss once told us it will never be good enough
We were told we spend to much time providing customer service",2021-08-07, Salesfloor Associate
4671,3.0,Former Employee,.,Great career opportunities and perks,Unrealistic expectations and crazy hours,2021-09-25, Team Lead
4672,3.0,Current Employee,Walmart Pharmacy is mediocre at best,"Competitive pay with decent bonus structure
Benefits
401k 100% match up to 6%
30 minute lunch break where the pharmacy closes down completely
Paid paternity leave for 6 weeks and maternity leave for 4 months","Like any other retail chain, lack of help
Long hours (10+ hours per shift)
Inflexible schedules unless part-time
Dealing with ungrateful customers all day every day
Phones ringing non stop
Drive-thru is overbearing
Open all holidays except for thanksgiving and Christmas
Clientele is on the lower income and lower education side
No benefit of going above and beyond, just a pat on the back
No room for growth in South Florida area (need to move to another part of the state if you want to move up)
It's all about the numbers, no time for proper patient care and clinical services
Bonus is not solely based on own performance but tied together with the rest of the store.
Company always tries to find a way to make it harder to obtain max bonus (expectations changes yearly)",2021-05-10, Pharmacy Manager/Pharmacist
4673,3.0,Current Employee,Walmart Pharmacy is mediocre at best,"Competitive pay with decent bonus structure
Benefits
401k 100% match up to 6%
30 minute lunch break where the pharmacy closes down completely
Paid paternity leave for 6 weeks and maternity leave for 4 months","Like any other retail chain, lack of help
Long hours (10+ hours per shift)
Inflexible schedules unless part-time
Dealing with ungrateful customers all day every day
Phones ringing non stop
Drive-thru is overbearing
Open all holidays except for thanksgiving and Christmas
Clientele is on the lower income and lower education side
No benefit of going above and beyond, just a pat on the back
No room for growth in South Florida area (need to move to another part of the state if you want to move up)
It's all about the numbers, no time for proper patient care and clinical services
Bonus is not solely based on own performance but tied together with the rest of the store.
Company always tries to find a way to make it harder to obtain max bonus (expectations changes yearly)",2021-05-10, Pharmacy Manager/Pharmacist
4674,1.0,"Former Employee, more than 1 year",Work life balance,Close to home. You will walk a lot.,"The store comes first, all the time. Very unorganized and the pay is entirely too low at every position for what they expect. Very few days make sense. The expectations esp during the holiday season is unrealistic.",2021-09-13, Assistant Store Manager
4675,3.0,"Current Employee, more than 5 years",Looks good from the outside,"Set schedule, Benefits, Good pay","Mandatory overtime
Systems that are old and outdated
Manual processes that take several steps to get to 1 thing. 
Required vaccine",2021-08-30, Intellectual Property Specialist
4676,2.0,"Current Employee, more than 1 year","Good Job, bad managment","Pay rate
decent working conditions
team dynamic","management of the department
never enough equipment",2021-09-22, Personal Shopper
4677,3.0,Current Employee,not alot of work,life balance and sallary overall,managers and working on weekends,2021-09-23, Mechanical Engineer
4678,3.0,Current Employee,Walmart,It’s Walmart and it has a lot of good deals,It’s Walmart’s amd they treat employees bad with super strict rules,2021-09-14, Sales Girl
4679,4.0,"Current Employee, more than 1 year",It's a cool job,"Chill Job, Great Benefits, the job is easy, you will like it.",The job can be chill at times until management comes and pulls us to another department.,2021-07-24, Produce/meat clerk
4680,1.0,"Current Employee, less than 1 year",Failed to get paid in over a month,None. It was horrible from the beginning,"Kept me with out pay for over a month, when I finally confronted them, they shortened the hours and forced me to quit",2021-09-27, Overnight Stocker
4681,5.0,Current Employee,Great place to get your foot in the door or make a career out of security.,"Laid back, good management, benefits, overtime.",Short-handed often. Sometimes you have to work an awkward schedule.,2021-07-23, Physical Security Specialist
4682,2.0,"Former Employee, less than 1 year",My Back Hurts :-(,"I really cannot think of any pros about this job, they overwork you and underpay you for the job. I finally found a better place to work, this was a hard one.","The pay is low, the benefits are not good. The morale is low for workers, and everyone is always looking for a better place to work.",2021-08-19, Cashier
4683,3.0,"Current Employee, more than 10 years",Great place to live with kids,"-Work at a Fortune 5 Company
-You're most likely the biggest buyer in your industry
-Integrity is valued","-Hard to accomplish initiatives with multiple levels of approval needed
-System challenges",2021-09-10, Omni Associate Merchant
4684,4.0,"Current Employee, more than 3 years",Working in bakery and deli,You get to learn something new everyday and discover new passions. Good benefits. You get experience in bakery; that will help you in the future if you decide to earn a degree in the arts of baking and pastry. Your day goes by fast. Fast paced environment. Never a boring day.,"You can earn more with a degree in baking, no management around for when you need something, rules and regulations are always changing, schedules are always changing",2021-05-04, Bakery/Deli Associate
4685,5.0,"Current Employee, more than 3 years",Great,I love working here. It is so much fun to be a cake decorator and be creative. Amazing benefits and amazing pay. An amazing store manager. College for $1 a day and amazing health insurance. The company worked with me alot when I was pregnant and so grateful for that.,"The employees are negative and have bad attitudes. Some manager stink but most are helpful if you communicate your needs. It's hard to work when people are negative. If they just change their attitudes they'd realize it's actually a great place to work. Minus some rude customers here and there, but that's life.",2021-04-14, Cake Decorator
4686,4.0,Current Employee,It an alright how honestly,It's honestly just fine if you wanna work,Unreasonable expectations for the manager,2021-08-05, Sales Representative
4687,5.0,"Former Employee, less than 1 year",I’ve never worked at Walmart,I’m very much of a people’s person and I love to work with others.I take my jobs very seriously and I expect everyone else to as well,Sometimes I get agitated but I’ve been working on myself,2021-07-07, Cashier
4688,3.0,"Current Employee, more than 1 year",Okay i guess,The work was hard but had a good team at my location,"Pay is pretty lack luster for the amount of work you do, unloading multiple trailers a day and stocking an entire store. Management always on you, or asking you to cover other positions in store. Staying late was pretty regular as well.",2021-08-18, Cap II Associate
4689,2.0,"Current Employee, more than 5 years",not a happy place to work,"pay,pto,ability to call off and also it’s indoor and has a/c","failed new leadership structure, you are treated like a number you never hear a thank you, walmart always has high school drama,",2021-08-19, Team Lead
4690,1.0,"Current Employee, more than 5 years","Worked here 7yrs and have been management, cap 2, produce, ogp, and dm",There are none they pay is bad and everyone around you hates their job,Management harassment. The company doesn't care about its people,2021-09-23, Stocker
4691,3.0,Former Employee,Walmart,Good salary and good benefits,Demand and ask for a lot.,2021-09-23, Assistant Manager
4692,2.0,"Current Employee, more than 5 years",Run run runnnnnnn,"Bonus every 3 months 
Dinner for employees","Workload pay sucks
Add more duties everyday",2021-09-22, Pharmacy Technician
4693,5.0,Current Employee,Check people out,Really Cool environment has a lot of nice people to meet,Super busy all the time will have to stay late if needed,2021-07-27, Cashier
4694,4.0,"Current Employee, more than 1 year",Working as a digital associate,"1. Flexible schedule 
2. Good starting pay
3. On hand training
4. Great management 
5. Friendly environment","1. Software issues
2. Working 7-8 days in a row with one day off
3. Always on your feet 
4. Rude and little understanding customers
5. Only certain managers or team leads have e-commerce knowledge",2021-06-16, Digital Associate
4695,2.0,"Former Employee, less than 1 year",The job was okay,Only work 3 days out the week and had 4 days off.,The pay and the higher ups they would lie to you about a lot of things. They also tend to put more work on ppl that then could handle.,2021-08-31, Freight Handler
4696,5.0,Current Employee,Ehh,All great no complaints here,None that I can think of,2021-08-08, Anonymous Employee
4697,2.0,"Current Employee, more than 3 years",Pros/cons,Your team feels like family,Management is the worst and will ruin your time there.,2021-06-22, Baker/Deli Associate
4698,5.0,Current Employee,Awesome,Good employees and good team work,Two trucks makes us fall behind when under staffed,2021-08-03, Stocking TA
4699,4.0,Current Employee,It’s an okay place to work always has you doing something different,Work with you on your schedule,"Always moving you from your hired position, not the best workers",2021-07-25, Anything Available
4700,4.0,Current Employee,Good company,"Benefits, and hours and pay",Distance and routine and location,2021-08-08, Purchasing Manager
4701,1.0,Former Employee,Degrading,Only thing that comes to mind is stability,Long hours horrible management low pay,2021-10-10, Cap-1 Associate
4702,3.0,"Current Employee, more than 5 years",Decent Job for High School/College,"-Great pay for an easy certification
-Easy job depending on location
-Fulfilling job that helps others
-Great benefits","-Selfish and unsympathetic management
-Low and infrequent raises",2021-09-02, Certified Pharmacy Technician
4703,4.0,"Former Employee, more than 3 years",Walmart,"Good pay, easy Work, management is so busy they don't bug you if they don't see you","Time passes slowly, manager never available,",2021-07-13, Department Manager
4704,4.0,"Current Employee, more than 3 years",Not as bad as some people say,"Some members of management are pretty good and make work life easier.

Job is easy, pay is ok for what it is.","If you dont like the heat, this may not be a job for you. You go outside rain or shine and summer heat can take a toll when you're dispensing and loading customer vehicles. 

Totes can be very heavy. If you're set to stage or ATC, you will most likely be lifting heavy objects all day.

Hours are rather unstable if you're part time. Some weeks you may have 14 hours or less. Depends on the season",2021-05-11, Fulfillment Associate
4705,3.0,"Former Employee, more than 10 years",Walmart,Fun at times depending on the situation,Hard on body stress fil,2021-09-22, Department Manager
4706,4.0,Current Employee,Walmart,"4 day work week , unless coworker on vacation","Inconsistent expectations, more training needed",2021-08-01, Pharmacy Technician
4707,2.0,"Current Employee, more than 1 year",Walmart,Plenty of room for promotion and growth within the company.,The workload and hours can be difficult to manage at some points.,2021-09-16, Team Lead
4708,3.0,"Current Employee, more than 1 year",Alright job,"They are great pay.
Good hours if you don't mind 10 hour shifts.
Lots of good people.
Built in café and good lunchroom amenities.","If you get hurt they will treat you differently
The work is very difficult and it has a high turnover rate
Parking is a pain
Hr department is disgustingly bad",2021-07-30, Warehouse Man
4709,2.0,Former Employee,A mess,The job was fairly easy to follow and do the work even if it was useless work,"Management was all over the place, not getting things done as they should be due to pulling people who are in charge of certain areas and with keys to locked cases to do stuff anyone else could do such as pushing carts, while being berated by customers.",2021-08-16, Salesfloor Associate
4710,5.0,Former Employee,Great company,"good pay, flexible schedule, great atmosphere",there are no cons in my opinion,2021-08-05, Sales Associate/Cashier
4711,3.0,"Former Employee, less than 1 year",Good base,Provides a base for which to build more work experience on.,"The pay is not really enough to live off of.
Working in electronics there was nothing to do most days.",2021-09-10, Walmart Sales Associate
4712,4.0,Current Employee,My first job,My experience with them overall as it being my first job was good! The managers they're hard on us but for good reason and some of them are very helpful that I got to known at Walmart!,So there's a lot of misunderstandings that be going on within the jobblike with the managers and the associates. Sometimes its I'm in charge you got to do what I say just like that like even if you're associate you can't have like no type of input really.. Communication could be better!,2021-05-23, Walmart Associate
4713,4.0,Current Employee,My first job,My experience with them overall as it being my first job was good! The managers they're hard on us but for good reason and some of them are very helpful that I got to known at Walmart!,So there's a lot of misunderstandings that be going on within the jobblike with the managers and the associates. Sometimes its I'm in charge you got to do what I say just like that like even if you're associate you can't have like no type of input really.. Communication could be better!,2021-05-23, Walmart Associate
4714,4.0,Current Employee,Opportunities for career development,"Walmart is a great place to advance your career. 
The company has an inclusive culture with a strong emphasis on mentorship.
The size of any project you are leading is massive compared to other companies. 
I have learned a lot about strategy and multi-year planning.","As any big organization, Walmart can be political at times. 
Getting work done is often about who you know in the company. 
Breaking through red tape can be a challenge.",2021-06-07, Director
4715,4.0,"Former Employee, less than 1 year",Looking for something new and ore flexible.,Inclusive. Friendly. Open. Supporting. Teamwork.,Disengaged. Unrewarding. Micromanaged. Biased. Demanding.,2021-08-04, Electronics Sales Associate
4716,3.0,"Former Employee, less than 1 year",Alright job for a short time,Pay was good and breaks we’re very reasonable for full time workers. They also let you have 2 paid 15 min breaks on top of an hour break.,Management was sloppy and bad. My personal experience was not that great due to management issues. Also they have a occurrence point system which I believe is terribly inconsiderate.,2021-08-14, Online Pickup Associate
4717,2.0,Current Employee,..,It pays alright if you have the hours and are a full time associate. Working the deli is super easy if you dont mind cleaning,Bad work environment not many hours always short handed dont care to much its hard to switch departments and they dont always let you either,2021-08-15, Deli Worker
4718,3.0,Current Employee,.,Great place to work at,Can be challenging at times,2021-09-24, Market ECommerce%2C Senior Manager
4719,1.0,Former Employee,Stocker,Fun but constant pressure. Managers are always rushing.,Always having to rush. having to wear the vest.,2021-10-08, Anonymous Employee
4720,3.0,"Current Employee, less than 1 year",Mediocre,Friendly co-workers and team leads (managers),Lots of gossip and unnecessary drama. People not taking proper ownership.,2021-09-13, Deli Associate
4721,3.0,"Former Employee, more than 1 year","folded clothing, helped customers at the jewelry counter and opened fitting rooms",perfect for part-time workers and college students,"unfulfilling, negative energy and tedious at times",2021-09-14, Apparel Sales Associate
4722,4.0,"Former Employee, more than 3 years",Walmart review,It is a great environment,Nothing bad to say about it,2021-08-03, Electronis Team Member
4723,5.0,Current Employee,Security,"Safety
Fast paced
Challenging and rewarding
Fun and entertaining","Hours
The pay
Young employee and managers",2021-08-03, Asset Protection Associate
4724,3.0,Former Employee,Ok,Overall benefits and employee discounts,Management can be bad depending on the location,2021-09-22, Anonymous Employee
4725,3.0,"Former Employee, less than 1 year",Pretty decent place to have experience in your resume,Workload wasn't too overbearing for students looking to have some experience for their resumes,Training was little to none and you'd have to try and wing it the entire first day.,2021-09-03, Seasonal Team Member
4726,3.0,Former Employee,it was hard work,401k and benefits. coworkers are helpful.,"hard work. super hard. back brace was needed. tired a lot. worked night shift, so it messed my head up. working at night is for creatures. i recommend against that.",2021-09-04, Prime Order Filler
4727,5.0,Current Employee,Good,Cool Fun Easy Going Workout,Short Break Hard Work Long,2021-08-09, Anonymous Employee
4728,5.0,"Former Employee, more than 1 year",Cashier on weekends,"Good money, good coworkers, good benefits","Long hours, no flexibility, stand on your feet alot",2021-08-03, Sales Associate/Cashier
4729,4.0,Current Employee,get in and move up,great job to make a lot of money,wears down your body over time,2021-08-03, Order Filler
4730,4.0,Former Employee,Great company,there is a high level of friendliness and benefits are very substantial,work and life balance is less than desireable if you have a family,2021-07-26, Supervisor
4731,1.0,"Former Employee, less than 1 year",Low Pay and Bad management,"10% employee discount
(Only if your full time)","Bad management
You work in all departments",2021-10-06, Cashier
4732,3.0,"Former Employee, less than 1 year",Job easy/ Management difficult,"Hours (unlimited overtime)
Picking/ Packing(pretty easy)","Management it’s self did not take my mental health issues seriously and it felt like a bother to work there. (Duluth,GA)",2021-09-10, Online Grocery Pickup
